Name	Global_Rank	US_Rank	Framework	Ecommerce	Analytics
debenhams.com	3,250		J2EE	"IBM Websphere Commerce"	"Facebook Domain Insights,Google Analytics,TagMan,MediaMath,Omniture SiteCatalyst,Lotame Crowd Control,Google Universal Analytics,Optimost,Baynote,Google eCommerce Conversion Tracking,VisualDNA,Invite Media,DoubleClick Floodlight,FredHopper,ForeSee Results"
deccanherald.com	13,243		PHP		"Datalogix,Buysight,Lotame Crowd Control,Moat,Neustar AdAdvisor,Quantcast Measurement,Dotomi,OwnerIQ,Google Analytics,comScore,MediaMath,Netmining,Effective Measure,Rapleaf,Invite Media,DoubleClick Floodlight,Acxiom,Twitter Analytics"
davidsbridal.com	15,976	3,409	"Shockwave Flash Embed,PHP,J2EE"	"IBM Websphere Commerce"	"Google Analytics,Google Analytics Enchanced Link Attribution,Preact,Coremetrics,Mercent,MediaMind,CrazyEgg,ForeSee Results,Mouseflow"

davesgarden.com	25,346	10,446	PHP		"Google Analytics,comScore,Datalogix,Neustar AdAdvisor,Rapleaf,Tynt Tracer,DoubleClick Floodlight,Acxiom"
deepbit.net	52,785		PHP		"Google Analytics"
decanter.com	48,276	44,359			"Google Analytics,New Relic,comScore,Moat,Nielsen//NetRatings,DoubleClick Floodlight,Omniture SiteCatalyst"
deakin.edu.au	31,903		"PHP,Adobe Dreamweaver"		"comScore,Google Analytics,Google Analytics Enchanced Link Attribution,MediaMath"
dbs.com	3,578		"ASP_NET Ajax,ASP_NET,J2EE,Microsoft Office SharePoint"		"Omniture SiteCatalyst"
datinggold.com	71,604	35,765	"Shockwave Flash Embed,PHP,Adobe Dreamweaver"		
daveramsey.com	5,979	1,313	"Shockwave Flash Embed,J2EE,Adobe ColdFusion,Ruby on Rails Token"	"Elastic Path"	"Facebook Domain Insights,New Relic,Bazaarvoice,Omniture Adobe Test and Target mboxCreate,Preact,Omniture Adobe Test and Target,Omniture SiteCatalyst,CrazyEgg"

dazeddigital.com	14,064		"ASP_NET MVC"		"Google Universal Analytics,Google Analytics,comScore,New Relic,Chartbeat"
deccanchronicle.com	4,403		"Shockwave Flash Embed,PHP"		"Krux Digital,Insight Express,Datalogix,Efficient Frontier,Lotame Crowd Control,Neustar AdAdvisor,Adometry,Google Analytics,comScore,MediaMath,Safe Count,Rapleaf,Invite Media,DoubleClick Floodlight,Acxiom,IXI Digital,Twitter Analytics"

ddo.com	93,516	64,747	PHP		"Google Analytics,New Relic"
delta.com	959	236	J2EE		"Omniture Adobe Test and Target mboxCreate,Tea Leaf Technologies,DoubleClick Floodlight,Omniture Adobe Test and Target,Omniture SiteCatalyst"
depaul.edu	19,877	7,181	"ASP_NET Ajax,Microsoft Office SharePoint"		"Google Analytics"
denverbroncos.com	15,881	2,857	J2EE		"Facebook Domain Insights,Google Analytics,comScore,New Relic,MediaMath,Datalogix,Omniture Adobe Test and Target,Omniture SiteCatalyst,Chartbeat,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement"
deezer.com	744				"Facebook Domain Insights,Google Analytics,Mixpanel"
delhi.gov.in	15,040				

defensenews.com	43,743	22,438	ASP_NET		"Facebook Domain Insights,Google Analytics,comScore,Neustar AdAdvisor,Nielsen//NetRatings,Omniture SiteCatalyst"
deliaonline.com	32,543				"Google Analytics,comScore,MediaMath,ClickDensity,Acxiom"
depressionforums.org	85,498	35,771	PHP		"Google Analytics"

denverpost.com	3,943	810	J2EE		"Krux Digital,News Distribution Network,Datalogix,Efficient Frontier,Omniture SiteCatalyst,BrightTag,Neustar AdAdvisor,Quantcast Measurement,Mixpanel,Tynt Tracer,Dotomi,OwnerIQ,New Relic,Google Analytics,comScore,MediaMath,Chartbeat,MediaMind,DoubleClick Floodlight,Acxiom"
democracynow.org	18,643	5,362	"Ruby on Rails Token"		GetClicky,comScore,Optimizely,MediaMath
dell.com	357	286	"PHP,ASP_NET MVC"		"Facebook Domain Insights,Bazaarvoice,Omniture Adobe Test and Target mboxCreate,Omniture Adobe Test and Target,Marin Software,Omniture SiteCatalyst,iPerceptions,DoubleClick Floodlight,Demandbase"
delias.com	29,874	9,273	J2EE	"Cart Functionality,ShopRunner"	"Google Analytics,New Relic,Krux Digital,MediaMath,Datalogix,Omniture SiteCatalyst,TellApart,Akamai Acerno,Neustar AdAdvisor,Google eCommerce Conversion Tracking,Rapleaf,Quantcast Measurement,DoubleClick Floodlight,Acxiom"
deloitte.com	5,682		"Shockwave Flash Embed,ASP_NET,J2EE"		"Google Analytics,Google Analytics Anonymize IP,Trovus Revelations,Marketo,Omniture SiteCatalyst,OpinionLab,MediaMind,Google eCommerce Conversion Tracking,Enecto,Quantcast Measurement,Google Analytics Multiple Trackers,Demandbase"
dentalfearcentral.org	116,472	49,209	Atahualpa,PHP		comScore,MediaMath
delicious.com	1,156	1,262			"Google Universal Analytics,Google Analytics,Chartbeat"
demotix.com	26,216				"Facebook Domain Insights,Google Analytics,New Relic"
delinostrum.com	796,935			Magento	"Google Analytics"
democratandchronicle.com	39,096	8,750	ASP_NET		"Facebook Domain Insights,comScore,Quantcast Measurement,MediaMath,Omniture SiteCatalyst,Chartbeat"

deliciousdays.com	52,287	36,313	PHP		
defensetech.org	78,522	29,663	"PHP,Thesis,Google Minify"		"Unica,WebTrends,Quantcast Measurement,Tynt Tracer,WordPress Stats"
delawareonline.com	38,669	8,510	"Shockwave Flash Embed,ASP_NET"		"Facebook Domain Insights,comScore,Google eCommerce Conversion Tracking,Omniture SiteCatalyst,Chartbeat"
dakkadakka.com	54,010	24,011	J2EE		"Google Analytics"
dallascowboys.com	16,094	3,793	PHP,J2EE		"Facebook Domain Insights,Google Analytics,comScore,Nielsen//NetRatings,WebTrends,Omniture Adobe Test and Target,Omniture SiteCatalyst,Safe Count"
date.com	40,115	10,880	J2EE		"Google Analytics"
dallasnews.com	4,365	1,081	J2EE		"Facebook Domain Insights,Krux Digital,comScore,Yahoo Web Analytics,News Distribution Network,Omniture SiteCatalyst,Chartbeat,MediaMind,Parse_ly"
datehookup.com	4,199	910			"Facebook Domain Insights,Google Analytics"
dallasobserver.com	21,907	6,583	PHP		"Facebook Domain Insights,comScore,Google Analytics,Quantcast Measurement,Chartbeat"
daniweb.com	3,851		PHP		"Facebook Domain Insights,comScore,Google Analytics,Nielsen//NetRatings,MediaMath,Google Analytics with Ad Tracking,Quantcast Measurement,DoubleClick Floodlight"
dailyrecord.com	96,016	21,921	"Adobe Dreamweaver,ASP_NET"		"Facebook Domain Insights,comScore,Google eCommerce Conversion Tracking,Omniture SiteCatalyst,Chartbeat"
darkwanderer.net	186,422	62,923			"Google Universal Analytics,Google Analytics"
dartagnan.com	120,022	27,385		Demandware	"Listrak,Google Analytics,Google eCommerce Conversion Tracking,Quantcast Measurement,Datalogix,Bronto,Twitter Analytics"
dartmouth.edu	18,290	8,223			"Google Analytics"
dailytelegraph.com.au	6,638		J2EE		"Facebook Domain Insights,Piwik Web Analytics,Krux Digital,Nielsen//NetRatings,Preact,Efficient Frontier,CrazyEgg,Google Universal Analytics,Usabilla,New Relic,Google Analytics,Unica,Compuware Analytics,Google Analytics with Ad Tracking,Chartbeat,Optimizely,DoubleClick Floodlight"
danielpipes.org	78,999	25,634	PHP		"Google Analytics,comScore,Datalogix,MediaMath,Buysight,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement,Invite Media,Dotomi,OwnerIQ,eXTReMe Tracking"
darklegacycomics.com	72,208	53,563			"Facebook Conversion Tracking"
datasheetcatalog.com	37,113				"Adometry,Google Analytics"
datasheetarchive.com	19,533		PHP		"Google Analytics,Quantcast Measurement,Twitter Analytics"

dailythanthi.com	10,836		PHP		"Adometry,Insight Express,Google Analytics,comScore,Nielsen//NetRatings,Lotame Crowd Control,MediaMind,VoiceFive"
datacolor.com	89,974		PHP		"Facebook Domain Insights,Google Universal Analytics,Google Analytics,Visual Website Optimizer,Google eCommerce Conversion Tracking,Act-On"
dancingdeer.com	221,455	127,199	"ASP_NET,Adobe Dreamweaver,Adobe ColdFusion"	"Cart Functionality"	"Listrak,Google Analytics"
dailywritingtips.com	14,224	7,791	"PHP,Frontpage Extensions"		"Google Analytics"
dashdiet.org	230,787	32,884	"Shockwave Flash Embed,ASP_NET,Adobe Dreamweaver"	"Cart Functionality"	"Google Analytics,comScore"
dakar.com	12,321				"Google Analytics,XiTi,Datalogix,ATInternet,AT Internet"
danni.com	51,474	35,174	"Shockwave Flash Embed"		"Google Analytics"
cricket.com.au	12,437		ASP_NET		"Google Analytics,CrazyEgg,Nielsen//NetRatings,Preact,WebTrends,Parse_ly"
csa.cz	63,329				"Google Analytics,Google Analytics Enchanced Link Attribution,Omniture SiteCatalyst,Google Analytics with Ad Tracking"
crosswordtracker.com	35,397	7,055			"Google Analytics,Quantcast Measurement,VoiceFive"

crosswordsolver.org	66,840		PHP		"Google Analytics"
crowdrise.com	26,072	10,837	"Shockwave Flash Embed"		"Google Analytics"

crohnsforum.com	103,473	24,204			"Google Analytics"
cruisingforsex.com	247,578	54,484			"Google Analytics,comScore,New Relic,Quantcast Measurement,MediaMath"
crytek.com	84,435		PHP		"Google Analytics"

credoaction.com	20,863	6,167	PHP		"Google Analytics,Optimizely,Google Analytics with Ad Tracking"
cryptome.org	36,108	13,952	"Frontpage Extensions"		
crutchfield.com	8,081	1,902	ASP_NET	"Cart Functionality"	"Facebook Domain Insights,Google Analytics,DoubleClick Floodlight,Omniture SiteCatalyst,OwnerIQ,Google Analytics with Ad Tracking"
cricbuzz.com	2,098		"Shockwave Flash Embed"		"Facebook Domain Insights,comScore,Google Analytics,Nielsen//NetRatings,Effective Measure"
crosswalk.com	5,978	1,753	"ASP_NET MVC"		"Facebook Domain Insights,MediaMind,Google Analytics,Google eCommerce Conversion Tracking,DoubleClick Floodlight,Google Analytics Multiple Trackers,Chartbeat"
crunchycreamysweet.com	118,598	21,851	"PHP,Twenty Eleven"		"Nielsen//NetRatings,Datalogix,Efficient Frontier,33 Across,Lotame Crowd Control,Shareaholic,Moat,Neustar AdAdvisor,Quantcast Measurement,Tynt Tracer,OwnerIQ,DataXu,New Relic,Google Analytics,comScore,MediaMath,Netmining,MediaMind,Rapleaf,Invite Media,DoubleClick Floodlight,WordPress Stats,Acxiom,VoiceFive,Twitter Analytics"
cruisecritic.com	8,323	1,882	"ASP_NET,Adobe Dreamweaver"		"Google Content Experiments,Google Analytics,Omniture Adobe Test and Target,Omniture SiteCatalyst"
crosscards.com	45,110	9,883			"Facebook Domain Insights,Google Analytics,Google eCommerce Conversion Tracking,Microsoft Adcenter,DoubleClick Floodlight,Chartbeat"
creditinfocenter.com	77,992	19,870	PHP		"Google Analytics"

crossfit.com	11,585	3,640	PHP		"Visual Sciences,Facebook Domain Insights,Google Analytics"
creditcardforum.com	30,757	6,495	PHP		"Google Analytics"
creepyhollows.com	13,456	2,967			"Alexa Metrics,Google Analytics,Alexa Analytics,VisiStats,Alexa Certified Site Metrics"

ctlottery.org	74,494	15,053	"ASP_NET Ajax,PHP"		"comScore,Google Analytics,MediaMath,Datalogix,Acxiom,Google Analytics with Ad Tracking"

cuny.edu	4,585	1,240	PHP		"Google Analytics"
cuckooforcoupondeals.com	19,053	4,960	PHP		"Google Analytics,aWeber"
custhelp.com	667	323	J2EE	"ATG Commerce"	"Omniture SiteCatalyst"
cvent.com	7,148	2,757	"Shockwave Flash Embed,ASP_NET"		"ClickTale,Facebook Domain Insights,Google Analytics,Eloqua,Omniture SiteCatalyst,Mongoose Metrics,Optimizely,Google eCommerce Conversion Tracking,Quantcast Measurement"
cuni.cz	22,819		"Shockwave Flash Embed,PHP"		"Google Analytics"
ctv.ca	14,539		"Adobe Dreamweaver"		"Google Analytics,comScore,New Relic,Krux Digital,Omniture SiteCatalyst"
cu.edu.eg	22,473		PHP		
cspinet.org	91,360	32,353			"Google Analytics,Omniture SiteCatalyst"
cuckold-chastity-belt-stories.com	223,811	83,350	"Frontpage Extensions"		


cuckoldvideoclips.com	213,821	74,839	PHP		
csmonitor.com	2,393	793			"Facebook Domain Insights,Nielsen//NetRatings,News Distribution Network,Efficient Frontier,Omniture SiteCatalyst,Lotame Crowd Control,Maxymiser,Quantcast Measurement,comScore,Google Analytics,MediaMath,Chartbeat,Google eCommerce Conversion Tracking,Invite Media,DoubleClick Floodlight,Compete"
currys.co.uk	3,693				"Google Analytics,Google Analytics Enchanced Link Attribution,Omniture Adobe Test and Target mboxCreate,Omniture Adobe Test and Target,Omniture SiteCatalyst,Google Analytics with Ad Tracking,SaleCycle,MediaMind,Quantcast Measurement,Digital Window,ForeSee Results"
csu.edu.cn	20,655				
culinaryteas.com	1,300,234	306,491		"Cart Functionality"	"Google Analytics"
cuhk.edu.hk	22,931		DAV,PHP		
curves.com	110,766	12,317	PHP,CakePHP		"Google Analytics,Bazaarvoice,Google Analytics Enchanced Link Attribution,DoubleClick Floodlight,Marketo,Google Analytics with Ad Tracking"
csmc.edu	54,503	16,627			"Google Analytics,DoubleClick Floodlight,Google Analytics with Ad Tracking"
customink.com	9,829	2,787	"Shockwave Flash Embed,Ruby on Rails"		"Google Analytics,KISSmetrics,Coremetrics,ForeSee Results"
curezone.com	18,736	14,961	ASP_NET		"Google Universal Analytics,Google Analytics,Quantcast Measurement"
curse.com	6,206	3,652	"Shockwave Flash Embed,ASP_NET MVC"		"Facebook Domain Insights,Nielsen//NetRatings,Preact,Datalogix,Buysight,Efficient Frontier,Lotame Crowd Control,CrazyEgg,Neustar AdAdvisor,Quantcast Measurement,OwnerIQ,Google Analytics,comScore,MediaMath,Netmining,Google eCommerce Conversion Tracking,Rapleaf,Invite Media,DoubleClick Floodlight,Twitter Analytics"
cubanfoodmarket.com	706,731	141,960	"Shockwave Flash Embed"	"Miva Merchant"	"Google Analytics,Omniture SiteCatalyst"
crainsnewyork.com	25,548	7,375			"comScore,Google Analytics,CrazyEgg,Preact,Quantcast Measurement,Omniture SiteCatalyst,Chartbeat"
crabplace.com	568,505	160,136	"ASP_NET,Adobe Dreamweaver"		"Listrak,Facebook Domain Insights,Google Analytics,comScore,MediaMath"
cpu-world.com	10,168	12,690	"PHP,Frontpage Extensions"		"Google Analytics"
crackberry.com	4,103	3,717	"Shockwave Flash Embed,PHP"		"Google Analytics,New Relic,comScore,Preact,MediaMath,Chartbeat,MediaMind,Lotame Crowd Control,CrazyEgg,Rapleaf,Quantcast Measurement,Invite Media,Twitter Analytics"
cracked.com	637	239	PHP		"Facebook Domain Insights,comScore,Google Analytics,New Relic,Real Media Group,Preact,Datalogix,MediaMath,DMTracker,MediaMind,Safe Count,CrazyEgg,Optimizely,Quantcast Measurement,Tynt Tracer"

creators.com	47,965	10,033	PHP		"Google Analytics"
cqu.edu.au	109,350		"Shockwave Flash Embed"		"Google Analytics,Google Analytics with Ad Tracking"
craveonline.com	4,131	1,610	PHP		"Facebook Domain Insights,Google Analytics,comScore,Insight Express,Nielsen//NetRatings,Chartbeat,Quantcast Measurement,DoubleClick Floodlight"
crazyxxx3dworld.com	240,680	258,994			
creativecow.net	5,335	2,507			"Google Analytics,Quantcast Measurement"
creativecommons.org	2,020	1,496	PHP		"Google Analytics"
cracker.com.au	19,664		"ASP_NET Ajax"		"Google Analytics,Kampyle Analytics,Nielsen//NetRatings"
crateandbarrel.com	5,103	1,181		"Cart Functionality"	"Facebook Domain Insights,RKG,FiftyOne,Omniture SiteCatalyst,BrightTag,TellApart,BloomReach,Google eCommerce Conversion Tracking,Optimizely,Quantcast Measurement,Dotomi"
crash.net	31,002	39,671	"ASP_NET Ajax"		"Google Analytics,comScore,MediaMath,Datalogix,Lotame Crowd Control,Neustar AdAdvisor,Rapleaf,Acxiom,OwnerIQ"

cpmc.org	165,290	44,884			"Google Analytics,WebTrends"
cpanel.net	1,132	1,366	DAV,PHP		"ClickTale,Woopra,Google Analytics"
creativeuncut.com	81,743	61,537			"Google Analytics,MediaMath,Datalogix,OwnerIQ"
cozycot.com	62,396		"Shockwave Flash Embed,PHP"	"Cart Functionality"	"ClickTale,Alexa Metrics,Facebook Domain Insights,Google Analytics,comScore,Preact,StatCounter,CrazyEgg,Tynt Tracer"


cpsc.gov	33,199	8,661	"ASP_NET Ajax"		
crayola.com	41,741	13,985	"ASP_NET Ajax,Adobe ColdFusion"		"ClickTale,Google Analytics,Google eCommerce Conversion Tracking,DoubleClick Floodlight,Google Analytics with Ad Tracking"
cornell.edu	2,925	1,065			"Google Analytics"
countryinns.com	56,720	16,313	PHP,J2EE		"Facebook Domain Insights,Real Media Group,Google Analytics,Omniture Adobe Test and Target mboxCreate,Atlas Action Tags,Omniture Adobe Test and Target,Omniture SiteCatalyst,MediaMind,Google eCommerce Conversion Tracking,Quantcast Measurement,DoubleClick Floodlight"
courant.com	17,845	3,925			"DataXu,Facebook Domain Insights,Google Analytics,comScore,Nielsen//NetRatings,News Distribution Network,Efficient Frontier,Omniture SiteCatalyst,Chartbeat,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement,DoubleClick Floodlight,Twitter Analytics"
countryliving.com	19,026	6,134			"Facebook Domain Insights,Core Audience,Google Analytics,comScore,Nielsen//NetRatings,Omniture SiteCatalyst,Chartbeat,Quantcast Measurement,Tynt Tracer"
covers.com	4,753	1,402			"Google Analytics,comScore,Preact,Datalogix,MediaMath,Lotame Crowd Control,Google Universal Analytics,CrazyEgg,Quantcast Measurement"
cosmopolitan.co.uk	18,107		PHP		"Facebook Domain Insights,Google Analytics,comScore,Nielsen//NetRatings,Preact,AudienceScience,Efficient Frontier,Omniture SiteCatalyst,Lotame Crowd Control,MediaMind,CrazyEgg,Quantcast Measurement,DoubleClick Floodlight,Tynt Tracer"
copyblogger.com	1,941	1,013	PHP		"Facebook Domain Insights,Google Universal Analytics,Google Analytics,Mint,Quantcast Measurement,Marketo"
couchsurfing.org	2,981	5,191	"PHP,Ruby on Rails Token"		"Google Analytics,New Relic,Mixpanel"
cowgirlcreamery.com	497,512	245,357	"Ruby on Rails,Ruby on Rails Token"	"Cart Functionality"	"Google Analytics"
copykat.com	71,594	12,823	"Shockwave Flash Embed,PHP"		"comScore,Google Analytics,Krux Digital,Datalogix,aWeber,MediaMind,Safe Count,Neustar AdAdvisor,Google eCommerce Conversion Tracking,Quantcast Measurement,Gaug_es,VoiceFive,Dotomi,Acxiom,IXI Digital"
couponmom.com	12,479	2,713	PHP		"Google Analytics,comScore,Safe Count,New Relic,Google Analytics Multiple Trackers"
coroflot.com	11,831	7,210	"Shockwave Flash Embed,ASP_NET MVC"		"Google Analytics"
couriermail.com.au	8,778		"Shockwave Flash Embed,J2EE"		"Facebook Domain Insights,Krux Digital,Google Analytics,Unica,Nielsen//NetRatings,Compuware Analytics,Efficient Frontier,Chartbeat,MediaMind,DoubleClick Floodlight,Usabilla"
copyscape.com	1,172		"Python,Perl,PHP,Frontpage Extensions"		
costco.com	805	217	"Visual Studio,PHP,ASP_NET"	WebCollage	"Omniture Adobe Test and Target,Omniture SiteCatalyst"
coupons.com	586	155	"ASP_NET Ajax,PHP,ASP_NET,J2EE"		"Facebook Domain Insights,Google Analytics,comScore,WebTrends,BrightTag,WebTrends Optimize,Interclick,Google eCommerce Conversion Tracking,WordPress Stats"
cornucopia.org	92,793	21,937	PHP		"Google Analytics,comScore"

cottrillcompass.com	120,952		PHP		"Google Analytics"
counterculturecoffee.com	283,094	51,679			"Google Analytics,New Relic"
correios.com.br	1,071				"Google Analytics"
copyright.gov	18,611	5,157	"Adobe Dreamweaver"		"Omniture SiteCatalyst,ForeSee Results"
core77.com	22,382	12,803	ASP_NET		"Google Analytics,New Relic,Quantcast Measurement,Chartbeat"
cougarboard.com	23,996	4,633			"comScore,Google Analytics,Quantcast Measurement,PageFair"
coolchile.co.uk	1,124,544		PHP		"Google Analytics"
cookingquinoa.net	105,935	26,126	PHP	WooCommerce	"Google Analytics,comScore,Nielsen//NetRatings,MediaMath,Datalogix,Netmining,MediaMind,Lotame Crowd Control,Neustar AdAdvisor,Quantcast Measurement,Invite Media,DoubleClick Floodlight,VoiceFive,OwnerIQ"

coolmaterial.com	13,807	5,836	PHP		"Krux Digital,Google Analytics,comScore,MediaMath,Datalogix,Efficient Frontier,Quantcast Measurement,WordPress Stats"
